timestamp, name, uuid, driver_version, pstate, temperature.gpu, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/09/13 11:16:36.135, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 15.74 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:16:37.143, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 15.71 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:16:38.145, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 15.88 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:16:39.147, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 16.09 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:16:40.149, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 16.02 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:16:41.151, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 15.97 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:16:42.153, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 15.95 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:16:43.154, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 15.95 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:16:44.157, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 16.06 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:16:45.158, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 16.11 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:16:46.160, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 16.05 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:16:47.162, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 15.99 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:16:48.165, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 16.04 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:16:49.167, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 16.02 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:16:50.169, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 15.84 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:16:51.170, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 15.87 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:16:52.172, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 16.00 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:16:53.174, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 15.99 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:16:54.177, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 15.99 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:16:55.178, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 15.95 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:16:56.180, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 16.16 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:16:57.181, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 16.35 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:16:58.184, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 16.23 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:16:59.185, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 16.00 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:17:00.187, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 15.78 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:17:01.189, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 15.87 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:17:02.190, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 15.94 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:17:03.192, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 15.74 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:17:04.194, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 15.82 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:17:05.195, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 15.88 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:17:06.197, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 16.00 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:17:07.199, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 16.11 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:17:08.201, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 15.88 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:17:09.203, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 15.79 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
2026/09/13 11:17:10.205, NVIDIA GeForce RTX 4090, GPU-457328ff-6f8e-1f53-8cc3-68ae75d90604, 595.91.07, P8, 26, 15.81 W, 0 %, 0 %, 1 MiB, 24564 MiB, 210 MHz, 405 MHz
